<< Inhaltsverzeichnis;;;;;;;;;;
"Statistische Wochenberichte
Veränderungen in %";;;;;;;;;;
;Vergleich;;;;;;;;;
;  2019  ;  2020  ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 ;Okt. 20 ;Nov. 20 ;Dez. 20 ;Jan. 21 
;gegenüber Vorjahr;;gegenüber Vorjahresmonat;;;;gegenüber Vormonat;;;
;;;;;;;;;;
Produzierendes Gewerbe;;;;;;;;;;
noch: Verarbeitendes Gewerbe sowie Bergbau und Gewinnung ;;;;;;;;;;
von Steinen und Erden1;;;;;;;;;;
Gesamtumsatz2 .....................................................................................................................;-0.548074;-8.77717;-2.858813;1.798595;5.200869;-9.472138;0.319685;3.680326;-4.618431;-15.410186
Vorleistungsgüterproduzenten ;-2.848902;-6.219386;-1.261211;4.52266;10.7887;-3.515239;2.504336;1.021667;-13.803113;8.744895
Investitionsgüterproduzenten ;1.436657;-11.315487;-1.451612;3.97978;4.984905;-11.285318;-0.542357;8.308289;-0.193485;-30.393192
Gebrauchsgüterproduzenten ;2.873089;-1.972702;3.234207;6.509124;8.715945;-5.400513;1.788756;2.720831;-15.215522;-5.79716
Verbrauchsgüterproduzenten ;-0.638063;-2.910537;-5.859028;-5.268151;2.64711;-12.225149;-1.896626;-3.516829;1.06302;-11.816883
Energie ;-5.998424;-24.541898;-25.531759;-25.366374;-22.359799;-32.277495;0.355084;-5.506396;4.690274;-11.604364
Bergbau und Gewinnung von Steinen und Erden ;-10.194447;-12.04591;-7.62984;-6.99729;-9.100155;-1.972808;5.40289;1.350399;-3.83108;-0.947072
Verarbeitendes Gewerbe ;-0.514552;-8.766916;-2.844081;1.826229;5.248777;-9.495608;0.305485;3.687166;-4.62069;-15.452032
H.v. Nahrungs- und Futtermitteln ;3.499212;1.270897;-1.940303;-4.610769;1.315708;-13.020969;3.406789;-5.239779;2.369278;-12.699046
Getränkeherstellung ;0.320363;-5.166244;-8.519603;-12.716806;-0.919902;-21.81605;-12.631083;-7.377565;20.587764;-33.003985
H.v. Papier, Pappe und Waren daraus  ;-3.365079;-7.250798;-5.723046;-2.415634;4.850504;-9.737142;4.193991;-1.942876;-12.179002;6.178756
"H.v. Druckerzeugnissen; Vervielfältigung von bespielten ";;;;;;;;;;
Ton-, Bild- und Datenträgern ;-3.463981;-12.706678;-13.584062;-9.483672;-6.471783;-21.514941;-1.155425;-0.467375;-4.290023;-19.703208
Kokerei und Mineralölverarbeitung ;-5.296193;-25.005246;-26.30277;-26.082666;-22.84861;-33.727851;2.7607150300000002E-4;-6.148049;4.672759;-12.298149
H.v. chemischen Erzeugnissen  ;-1.01186;-2.948738;-0.590586;8.47274;13.671417;-3.10304;1.251864;2.499016;-8.636299;10.392059
H.v. pharmazeutischen Erzeugnissen ;-5.643824;-7.930012;-15.533835;-5.609238;13.183615;-2.8954739431999998E-2;-4.04233;3.623895;2.267989;-13.47519
H.v. Gummi- und Kunststoffwaren ;-2.254219;-7.529177;-2.600474;2.15988;10.130108;-7.249251;2.688802;-1.446439;-21.399594;12.111737
H.v. Glas und Glaswaren, Keramik, Verarbeitung von ;;;;;;;;;;
Steinen und Erden ;-0.320152;-0.643099;-0.491526;6.901495;10.405385;-7.991412;0.229932;-1.56257;-24.212558;-2.12576
Metallerzeugung und -bearbeitung ;-5.496996;-9.050348;-2.389129;2.247079;8.321388;-2.863033;2.18937;1.566317;-13.18464;14.802035
H.v. Metallerzeugnissen  ;-2.601095;-8.996438;1.19781;3.911176;10.340005;-6.149337;3.771236;0.892229;-13.974003;-3.813618
H.v.  Datenverarbeitungsgeräten, elektronischen und ;;;;;;;;;;
optischen Erzeugnissen ;-1.42566;-6.729693;-4.195901;2.807087;2.193687;2.610324;-0.17971;8.149694;0.751658;-10.192443
H.v. elektrischen Ausrüstungen ;-2.025659;-7.332483;-1.201301;1.384911;9.056354;-3.019359;2.066164;3.000142;-13.401734;0.59158
Maschinenbau ;-1.900973;-11.158857;-7.473343;-6.739263;-2.694077;-8.391454;-6.462333;6.337972;13.022595;-31.500422
H v. Kraftwagen und Kraftwagenteilen ;2.332983;-13.293955;2.090505;12.646524;13.960049;-12.858514;2.495942;11.641268;-9.92904;-27.763611
Sonstiger Fahrzeugbau ;7.94416;-9.627331;-3.092934;-10.79156;-9.443044;-17.680589;0.112598;-14.125897;22.47467;-40.002567
H.v. Möbeln  ;-0.259443;-3.761912;2.690429;5.458702;8.701348;-12.945277;0.497732;2.293507;-19.248725;-12.284557
;;;;;;;;;;
Reparatur und Installation von Maschinen und Ausrüstungen ;3.672221;-7.107164;-5.146529;-4.761824;-3.216916;-10.81216;-2.781299;11.962752;27.079165;-45.293737
Auslandsumsatz3 ............................................................................................................................................;0.281707;-10.142786;-1.723263;0.991611;6.670806;-7.521677;1.084098;0.841674;-2.069071;-15.3575
Vorleistungsgüterproduzenten ;-1.20552;-6.476367;-3.082664;3.15912;10.66438;-1.891523;-0.311237;1.060553;-8.718597;8.761752
Investitionsgüterproduzenten ;1.428337;-12.667378;0.405639;1.604756;5.74448;-10.260853;2.145238;1.305611;1.683177;-27.855737
Gebrauchsgüterproduzenten ;4.557214;-1.325895;3.331156;9.759395;6.211732;-5.188896;2.664166;2.069697;-13.800061;-2.961639
Verbrauchsgüterproduzenten ;-2.327063;-7.471492;-9.730957;-8.912557;3.202406;-10.578812;-2.408086;-2.705033;-2.519025;-7.818581
Energie ;-4.952625;-24.16176;-24.118093;-32.763776;-15.152604;-28.590141;15.823372;-8.930009;19.469139;-11.209622
Bergbau und Gewinnung von Steinen und Erden ;9.094128;-7.206121;-32.970128;-18.951585;-12.963626;-11.028615;2.365982;18.340974;2.323197;8.171723
Verarbeitendes Gewerbe ;0.27203;-10.146295;-1.677535;1.020719;6.70026;-7.515974;1.082836;0.824214;-2.074214;-15.386291
H.v. Nahrungs- und Futtermitteln ;5.071197;0.26932;-5.233678;-6.220608;-0.804537;-11.713888;0.678123;-4.9504;-3.764669;-2.04646
Getränkeherstellung ;9.133464;-10.459105;-14.675629;-10.564597;-10.730703;-14.182981;6.745308;-8.723322;-12.569038;-5.039959
H.v. Papier, Pappe und Waren daraus  ;-0.416529;-8.724228;-8.858616;-3.355282;2.114948;-10.137535;2.887015;-2.519817;-11.949643;6.691965
"H.v. Druckerzeugnissen; Vervielfältigung von bespielten ";;;;;;;;;;
Ton-, Bild- und Datenträgern ;-5.68275;-7.427;-10.735679;-4.318901;6.999;-14.873265;7.265949;-9.019788;-5.463577;-7.041894
Kokerei und Mineralölverarbeitung ;-5.74422;-26.650261;-21.379128;-32.833538;-13.730437;-30.453397;16.741473;-12.598974;20.784309;-14.352892
H.v. chemischen Erzeugnissen  ;1.230402;-2.963222;-1.08514;9.922247;13.499463;-1.745388;-0.301879;3.616855;-7.13544;10.872079
H.v. pharmazeutischen Erzeugnissen ;-8.840966;-12.282301;-14.744577;-11.610339;13.009528;-5.256627;-6.972405;5.20532;5.040626;-20.879794
H.v. Gummi- und Kunststoffwaren ;-0.705748;-7.861713;-3.09922;3.559661;10.680362;-5.637214;2.184426;-1.495176;-21.553477;16.618972
H.v. Glas und Glaswaren, Keramik,  Verarbeitung von ;;;;;;;;;;
Steinen und Erden ;-4.131119;-7.615692;-7.380925;-0.584666;1.850941;-6.598898;3.172875;-1.210598;-19.083634;12.449195
Metallerzeugung und -bearbeitung ;-2.501525;-8.033678;-7.560635;-7.288014;8.67691;-6.978913;-8.036887;1.310935;-1.472316;3.496921
H.v. Metallerzeugnissen  ;-3.27332;-9.174864;5.612742;6.115445;15.344006;-1.389396;3.356989;-5.561204;-11.649323;2.729261
H.v.  Datenverarbeitungsgeräten, elektronischen und ;;;;;;;;;;
optischen Erzeugnissen ;-1.136915;-4.912476;-2.060103;7.04736;3.431098;6.760379;-2.227453;7.852991;3.395;-11.473182
H.v. elektrischen Ausrüstungen ;-2.024483;-9.483649;-4.656766;-2.009849;8.999512;-2.593741;-1.209686;1.913176;-6.605619;-2.416361
Maschinenbau ;-1.377345;-11.570503;-8.261389;-8.684647;-3.571749;-5.640705;-8.928016;6.752599;20.373818;-34.50666
H v. Kraftwagen und Kraftwagenteilen ;2.211912;-14.130619;6.44345;10.213754;17.432156;-11.00735;8.52798;1.385648;-9.517995;-22.683077
Sonstiger Fahrzeugbau ;6.852916;-13.401179;-4.078601;-17.957995;-11.067401;-26.2598;7.082361;-27.054151;29.533102;-37.673766
H.v. Möbeln  ;0.617457;-8.047211;-2.030926;0.834946;-2.987239;-18.748456;0.961937;-1.143548;-23.04988;-9.659538
;;;;;;;;;;
Reparatur und Installation von Maschinen und Ausrüstungen ;9.816875;-21.591329;-32.654554;-29.266452;-16.4447;-23.158304;-20.187975;13.373271;47.302169;-43.409514
;;;;;;;;;;

1 Darstellung nach der Klassifikation der Wirtschaftszweige Ausgabe 2008 (WZ 2008). – Betriebe mit 50 und mehr tätigen Personen, einschl. Handwerk. Kombinierte Betriebe werden mit ;;;;;;;;;;
ihrem gesamten Betrieb derjenigen Wirtschaftsgruppe zugerechnet, in der der Schwerpunkt des Betriebes liegt. Ohne Energie- und Wasserversorgung sowie ohne Baugewerbe. – 2 Aus ;;;;;;;;;;
"eigener Erzeugung, einschl. Umsatz in baugewerblichen und sonstigen Betriebsteilen (z. B. Handelsware); einschl. Verbrauchsteuer, ohne Umsatzsteuer. – 3 Direktumsätze mit Abneh- ";;;;;;;;;;
mern im Ausland und – soweit einwandfrei erkennbar – Umsätze mit deutschen Exporteuren.;;;;;;;;;;
